lista_mex,anio_catalogo,descrip,cambio_vs_anio_previo
04F,2005,Otras infecciones con un modo de transmisión predominantemente sexual,
04F,2006,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2007,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2008,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2009,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2010,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2011,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2012,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2013,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2014,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2015,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2016,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2017,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2018,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2019,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2020,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2021,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2022,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2023,Otras infecciones con un modo de transmisión predominantemente sexual,False
04F,2024,Otras infecciones con un modo de transmisión predominantemente sexual,False
05,2005,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,
05,2006,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2007,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2008,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2009,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2010,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2011,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2012,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2013,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2014,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2015,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2016,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2017,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2018,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2019,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2020,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2021,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2022,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2023,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05,2024,Otras enfermedades infecciosas y parasitarias y efectos tardíos de las enfermedades infecciosas y parasitarias,False
05A,2005,Otras enfermedades debidas a espiroquetas,
05A,2006,Otras enfermedades debidas a espiroquetas,False
05A,2007,Otras enfermedades debidas a espiroquetas,False
05A,2008,Otras enfermedades debidas a espiroquetas,False
05A,2009,Otras enfermedades debidas a espiroquetas,False
05A,2010,Otras enfermedades debidas a espiroquetas,False
05A,2011,Otras enfermedades debidas a espiroquetas,False
05A,2012,Otras enfermedades debidas a espiroquetas,False
05A,2013,Otras enfermedades debidas a espiroquetas,False
05A,2014,Otras enfermedades debidas a espiroquetas,False
05A,2015,Otras enfermedades debidas a espiroquetas,False
05A,2016,Otras enfermedades debidas a espiroquetas,False
05A,2017,Otras enfermedades debidas a espiroquetas,False
05A,2018,Otras enfermedades debidas a espiroquetas,False
05A,2019,Otras enfermedades debidas a espiroquetas,False
05A,2020,Otras enfermedades debidas a espiroquetas,False
05A,2021,Otras enfermedades debidas a espiroquetas,False
05A,2022,Otras enfermedades debidas a espiroquetas,False
05A,2023,Otras enfermedades debidas a espiroquetas,False
05A,2024,Otras enfermedades debidas a espiroquetas,False
05B,2005,Fiebres recurrentes,
05B,2006,Fiebres recurrentes,False
05B,2007,Fiebres recurrentes,False
05B,2008,Fiebres recurrentes,False
05B,2009,Fiebres recurrentes,False
05B,2010,Fiebres recurrentes,False
05B,2011,Fiebres recurrentes,False
05B,2012,Fiebres recurrentes,False
05B,2013,Fiebres recurrentes,False
05B,2014,Fiebres recurrentes,False
05B,2015,Fiebres recurrentes,False
05B,2016,Fiebres recurrentes,False
05B,2017,Fiebres recurrentes,False
05B,2018,Fiebres recurrentes,False
05B,2019,Fiebres recurrentes,False
05B,2020,Fiebres recurrentes,False
05B,2021,Fiebres recurrentes,False
05B,2022,Fiebres recurrentes,False
05B,2023,Fiebres recurrentes,False
05B,2024,Fiebres recurrentes,False
05C,2005,Micosis,
05C,2006,Micosis,False
05C,2007,Micosis,False
05C,2008,Micosis,False
05C,2009,Micosis,False
05C,2010,Micosis,False
05C,2011,Micosis,False
05C,2012,Micosis,False
05C,2013,Micosis,False
05C,2014,Micosis,False
05C,2015,Micosis,False
05C,2016,Micosis,False
05C,2017,Micosis,False
05C,2018,Micosis,False
05C,2019,Micosis,False
05C,2020,Micosis,False
05C,2021,Micosis,False
05C,2022,Micosis,False
05C,2023,Micosis,False
05C,2024,Micosis,False
05D,2005,Esquistosomiasis,
05D,2006,Esquistosomiasis,False
05D,2007,Esquistosomiasis,False
05D,2008,Esquistosomiasis,False
05D,2009,Esquistosomiasis,False
05D,2010,Esquistosomiasis,False
05D,2011,Esquistosomiasis,False
05D,2012,Esquistosomiasis,False
05D,2013,Esquistosomiasis,False
05D,2014,Esquistosomiasis,False
05D,2015,Esquistosomiasis,False
05D,2016,Esquistosomiasis,False
05D,2017,Esquistosomiasis,False
05D,2018,Esquistosomiasis,False
05D,2019,Esquistosomiasis,False
05D,2020,Esquistosomiasis,False
05D,2021,Esquistosomiasis,False
05D,2022,Esquistosomiasis,False
05D,2023,Esquistosomiasis,False
05D,2024,Esquistosomiasis,False
05E,2005,Otras infecciones debidas a trematodos,
05E,2006,Otras infecciones debidas a trematodos,False
05E,2007,Otras infecciones debidas a trematodos,False
05E,2008,Otras infecciones debidas a trematodos,False
05E,2009,Otras infecciones debidas a trematodos,False
05E,2010,Otras infecciones debidas a trematodos,False
05E,2011,Otras infecciones debidas a trematodos,False
05E,2012,Otras infecciones debidas a trematodos,False
05E,2013,Otras infecciones debidas a trematodos,False
05E,2014,Otras infecciones debidas a trematodos,False
05E,2015,Otras infecciones debidas a trematodos,False
05E,2016,Otras infecciones debidas a trematodos,False
05E,2017,Otras infecciones debidas a trematodos,False
05E,2018,Otras infecciones debidas a trematodos,False
05E,2019,Otras infecciones debidas a trematodos,False
05E,2020,Otras infecciones debidas a trematodos,False
05E,2021,Otras infecciones debidas a trematodos,False
05E,2022,Otras infecciones debidas a trematodos,False
05E,2023,Otras infecciones debidas a trematodos,False
05E,2024,Otras infecciones debidas a trematodos,False
05F,2005,Equinococosis,
05F,2006,Equinococosis,False
05F,2007,Equinococosis,False
05F,2008,Equinococosis,False
05F,2009,Equinococosis,False
05F,2010,Equinococosis,False
05F,2011,Equinococosis,False
05F,2012,Equinococosis,False
05F,2013,Equinococosis,False
05F,2014,Equinococosis,False
05F,2015,Equinococosis,False
05F,2016,Equinococosis,False
05F,2017,Equinococosis,False
05F,2018,Equinococosis,False
05F,2019,Equinococosis,False
05F,2020,Equinococosis,False
05F,2021,Equinococosis,False
05F,2022,Equinococosis,False
05F,2023,Equinococosis,False
05F,2024,Equinococosis,False
05G,2005,Dracontiasis,
05G,2006,Dracontiasis,False
05G,2007,Dracontiasis,False
05G,2008,Dracontiasis,False
05G,2009,Dracontiasis,False
05G,2010,Dracontiasis,False
05G,2011,Dracontiasis,False
05G,2012,Dracontiasis,False
05G,2013,Dracontiasis,False
05G,2014,Dracontiasis,False
05G,2015,Dracontiasis,False
05G,2016,Dracontiasis,False
05G,2017,Dracontiasis,False
05G,2018,Dracontiasis,False
05G,2019,Dracontiasis,False
05G,2020,Dracontiasis,False
05G,2021,Dracontiasis,False
05G,2022,Dracontiasis,False
05G,2023,Dracontiasis,False
05G,2024,Dracontiasis,False
05H,2005,Oncocercosis,
05H,2006,Oncocercosis,False
05H,2007,Oncocercosis,False
05H,2008,Oncocercosis,False
05H,2009,Oncocercosis,False
05H,2010,Oncocercosis,False
05H,2011,Oncocercosis,False
05H,2012,Oncocercosis,False
05H,2013,Oncocercosis,False
05H,2014,Oncocercosis,False
05H,2015,Oncocercosis,False
05H,2016,Oncocercosis,False
05H,2017,Oncocercosis,False
05H,2018,Oncocercosis,False
05H,2019,Oncocercosis,False
05H,2020,Oncocercosis,False
05H,2021,Oncocercosis,False
05H,2022,Oncocercosis,False
05H,2023,Oncocercosis,False
05H,2024,Oncocercosis,False
05I,2005,Filariasis,
05I,2006,Filariasis,False
05I,2007,Filariasis,False
05I,2008,Filariasis,False
05I,2009,Filariasis,False
05I,2010,Filariasis,False
05I,2011,Filariasis,False
05I,2012,Filariasis,False
05I,2013,Filariasis,False
05I,2014,Filariasis,False
05I,2015,Filariasis,False
05I,2016,Filariasis,False
05I,2017,Filariasis,False
05I,2018,Filariasis,False
05I,2019,Filariasis,False
05I,2020,Filariasis,False
05I,2021,Filariasis,False
05I,2022,Filariasis,False
05I,2023,Filariasis,False
05I,2024,Filariasis,False
05J,2005,Anquilostomiasis y necatoriasis,
05J,2006,Anquilostomiasis y necatoriasis,False
05J,2007,Anquilostomiasis y necatoriasis,False
05J,2008,Anquilostomiasis y necatoriasis,False
05J,2009,Anquilostomiasis y necatoriasis,False
05J,2010,Anquilostomiasis y necatoriasis,False
05J,2011,Anquilostomiasis y necatoriasis,False
05J,2012,Anquilostomiasis y necatoriasis,False
05J,2013,Anquilostomiasis y necatoriasis,False
05J,2014,Anquilostomiasis y necatoriasis,False
05J,2015,Anquilostomiasis y necatoriasis,False
05J,2016,Anquilostomiasis y necatoriasis,False
05J,2017,Anquilostomiasis y necatoriasis,False
05J,2018,Anquilostomiasis y necatoriasis,False
05J,2019,Anquilostomiasis y necatoriasis,False
05J,2020,Anquilostomiasis y necatoriasis,False
05J,2021,Anquilostomiasis y necatoriasis,False
05J,2022,Anquilostomiasis y necatoriasis,False
05J,2023,Anquilostomiasis y necatoriasis,False
05J,2024,Anquilostomiasis y necatoriasis,False
05K,2005,Otras helmintiasis,
05K,2006,Otras helmintiasis,False
05K,2007,Otras helmintiasis,False
05K,2008,Otras helmintiasis,False
05K,2009,Otras helmintiasis,False
05K,2010,Otras helmintiasis,False
05K,2011,Otras helmintiasis,False
05K,2012,Otras helmintiasis,False
05K,2013,Otras helmintiasis,False
05K,2014,Otras helmintiasis,False
05K,2015,Otras helmintiasis,False
05K,2016,Otras helmintiasis,False
05K,2017,Otras helmintiasis,False
05K,2018,Otras helmintiasis,False
05K,2019,Otras helmintiasis,False
05K,2020,Otras helmintiasis,False
05K,2021,Otras helmintiasis,False
05K,2022,Otras helmintiasis,False
05K,2023,Otras helmintiasis,False
05K,2024,Otras helmintiasis,False
05L,2005,Secuelas de tuberculosis,
05L,2006,Secuelas de tuberculosis,False
05L,2007,Secuelas de tuberculosis,False
05L,2008,Secuelas de tuberculosis,False
05L,2009,Secuelas de tuberculosis,False
05L,2010,Secuelas de tuberculosis,False
05L,2011,Secuelas de tuberculosis,False
05L,2012,Secuelas de tuberculosis,False
05L,2013,Secuelas de tuberculosis,False
05L,2014,Secuelas de tuberculosis,False
05L,2015,Secuelas de tuberculosis,False
05L,2016,Secuelas de tuberculosis,False
05L,2017,Secuelas de tuberculosis,False
05L,2018,Secuelas de tuberculosis,False
05L,2019,Secuelas de tuberculosis,False
05L,2020,Secuelas de tuberculosis,False
05L,2021,Secuelas de tuberculosis,False
05L,2022,Secuelas de tuberculosis,False
05L,2023,Secuelas de tuberculosis,False
05L,2024,Secuelas de tuberculosis,False
05M,2005,Secuelas de poliomielitis,
05M,2006,Secuelas de poliomielitis,False
05M,2007,Secuelas de poliomielitis,False
05M,2008,Secuelas de poliomielitis,False
05M,2009,Secuelas de poliomielitis,False
05M,2010,Secuelas de poliomielitis,False
05M,2011,Secuelas de poliomielitis,False
05M,2012,Secuelas de poliomielitis,False
05M,2013,Secuelas de poliomielitis,False
05M,2014,Secuelas de poliomielitis,False
05M,2015,Secuelas de poliomielitis,False
05M,2016,Secuelas de poliomielitis,False
05M,2017,Secuelas de poliomielitis,False
05M,2018,Secuelas de poliomielitis,False
05M,2019,Secuelas de poliomielitis,False
05M,2020,Secuelas de poliomielitis,False
05M,2021,Secuelas de poliomielitis,False
05M,2022,Secuelas de poliomielitis,False
05M,2023,Secuelas de poliomielitis,False
05M,2024,Secuelas de poliomielitis,False
05N,2005,Secuelas de lepra,
05N,2006,Secuelas de lepra,False
05N,2007,Secuelas de lepra,False
05N,2008,Secuelas de lepra,False
05N,2009,Secuelas de lepra,False
05N,2010,Secuelas de lepra,False
05N,2011,Secuelas de lepra,False
05N,2012,Secuelas de lepra,False
05N,2013,Secuelas de lepra,False
05N,2014,Secuelas de lepra,False
05N,2015,Secuelas de lepra,False
05N,2016,Secuelas de lepra,False
05N,2017,Secuelas de lepra,False
05N,2018,Secuelas de lepra,False
05N,2019,Secuelas de lepra,False
05N,2020,Secuelas de lepra,False
05N,2021,Secuelas de lepra,False
05N,2022,Secuelas de lepra,False
05N,2023,Secuelas de lepra,False
05N,2024,Secuelas de lepra,False
05O,2005,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,
05O,2006,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2007,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2008,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2009,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2010,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2011,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2012,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2013,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2014,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
05O,2015,Secuelas de otras enfermedades infecciosas y parasitarias y de las no especificadas,False
